# BUSCO version is: 6.0.0 
# The lineage dataset is: lactobacillales_odb10 (Creation date: 2024-01-08, number of genomes: 304, number of BUSCOs: 402)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
37809at186826	Complete	tig00000001	1062139	1061402	-	300.3	204	https://v10-1.orthodb.org/?query=37809at186826	ABC transporter, conserved site
38130at186826	Complete	tig00000001	663488	664141	+	155.9	158	https://v10-1.orthodb.org/?query=38130at186826	Hemolysin III
38352at186826	Complete	tig00000001	2620086	2619136	-	235.7	195	https://v10-1.orthodb.org/?query=38352at186826	Membrane  insertase YidC/ALB3/OXA1/COX18
38454at186826	Complete	tig00000001	681033	680353	-	254.1	173	https://v10-1.orthodb.org/?query=38454at186826	Cytidylate kinase
38513at186826	Complete	tig00000001	1423541	1424665	+	338.6	257	https://v10-1.orthodb.org/?query=38513at186826	DNA-binding, RecF
38583at186826	Complete	tig00000001	1413303	1412590	-	258.5	188	https://v10-1.orthodb.org/?query=38583at186826	rRNA small subunit methyltransferase G
38773at186826	Complete	tig00000001	2523154	2523861	+	272.0	195	https://v10-1.orthodb.org/?query=38773at186826	Winged helix-like DNA-binding domain superfamily
38801at186826	Complete	tig00000001	1419293	1418475	-	344.5	235	https://v10-1.orthodb.org/?query=38801at186826	membrane protein
38914at186826	Complete	tig00000001	2267928	2268524	+	288.1	159	https://v10-1.orthodb.org/?query=38914at186826	Thymidine kinase
39352at186826	Complete	tig00000001	1203873	1203133	-	208.9	187	https://v10-1.orthodb.org/?query=39352at186826	PPM-type phosphatase domain
39467at186826	Complete	tig00000001	459894	460541	+	225.2	127	https://v10-1.orthodb.org/?query=39467at186826	Holliday junction resolvase RecU
39519at186826	Complete	tig00000001	672301	671093	-	397.9	290	https://v10-1.orthodb.org/?query=39519at186826	CCA-adding enzyme
39544at186826	Complete	tig00000001	2394665	2394072	-	300.6	176	https://v10-1.orthodb.org/?query=39544at186826	ATP-dependent Clp protease proteolytic subunit
39664at186826	Complete	tig00000001	155094	156029	+	319.6	232	https://v10-1.orthodb.org/?query=39664at186826	Sporulation regulator WhiA
40036at186826	Complete	tig00000001	2621029	2621793	+	259.7	205	https://v10-1.orthodb.org/?query=40036at186826	RNA 2-O ribose methyltransferase, substrate binding
40050at186826	Complete	tig00000001	552932	551769	-	347.9	297	https://v10-1.orthodb.org/?query=40050at186826	Cell division protein FtsW
40504at186826	Complete	tig00000001	2029614	2028862	-	218.4	180	https://v10-1.orthodb.org/?query=40504at186826	AP endonuclease 1
40510at186826	Complete	tig00000001	1482703	1483332	+	336.3	189	https://v10-1.orthodb.org/?query=40510at186826	Ribosomal protein L3
40615at186826	Complete	tig00000001	987558	986869	-	335.6	192	https://v10-1.orthodb.org/?query=40615at186826	Ribosomal protein L1
40676at186826	Complete	tig00000001	1011234	1010530	-	295.3	177	https://v10-1.orthodb.org/?query=40676at186826	RelA/SpoT
41488at186826	Complete	tig00000001	824738	824211	-	196.6	139	https://v10-1.orthodb.org/?query=41488at186826	HAD superfamily
41669at186826	Complete	tig00000001	2274304	2274933	+	299.1	175	https://v10-1.orthodb.org/?query=41669at186826	Uracil phosphoribosyltransferase
41709at186826	Complete	tig00000001	1667749	1668354	+	222.0	168	https://v10-1.orthodb.org/?query=41709at186826	tRNA-binding domain
41764at186826	Complete	tig00000001	2131344	2132162	+	321.3	209	https://v10-1.orthodb.org/?query=41764at186826	RNA-binding S4 domain
41805at186826	Complete	tig00000001	822134	821541	-	197.4	154	https://v10-1.orthodb.org/?query=41805at186826	HD domain
41877at186826	Complete	tig00000001	1649918	1648974	-	250.1	233	https://v10-1.orthodb.org/?query=41877at186826	GHMP kinase, C-terminal domain
42114at186826	Complete	tig00000001	2305987	2306763	+	279.3	202	https://v10-1.orthodb.org/?query=42114at186826	TatD family
42135at186826	Complete	tig00000001	1488211	1488750	+	280.7	158	https://v10-1.orthodb.org/?query=42135at186826	Ribosomal protein L5
42180at186826	Complete	tig00000001	2512804	2513346	+	107.0	135	https://v10-1.orthodb.org/?query=42180at186826	ATP synthase subunit delta
42186at186826	Complete	tig00000001	1493029	1493676	+	172.0	126	https://v10-1.orthodb.org/?query=42186at186826	Adenylate kinase
42368at186826	Complete	tig00000001	1515914	1516915	+	360.8	260	https://v10-1.orthodb.org/?query=42368at186826	Phosphate acyltransferase
42516at186826	Complete	tig00000001	822768	822118	-	205.7	150	https://v10-1.orthodb.org/?query=42516at186826	Probable nicotinate-nucleotide adenylyltransferase
42919at186826	Complete	tig00000001	1661141	1660296	-	243.9	208	https://v10-1.orthodb.org/?query=42919at186826	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
43319at186826	Complete	tig00000001	546302	545742	-	165.9	131	https://v10-1.orthodb.org/?query=43319at186826	16S rRNA (Guanine(966)-N(2))-methyltransferase RsmD
43348at186826	Complete	tig00000001	479249	478737	-	250.1	145	https://v10-1.orthodb.org/?query=43348at186826	Adenine phosphoribosyltransferase
43475at186826	Complete	tig00000001	1210266	1209652	-	274.2	173	https://v10-1.orthodb.org/?query=43475at186826	Guanylate kinase
43511at186826	Complete	tig00000001	459830	459291	-	154.1	141	https://v10-1.orthodb.org/?query=43511at186826	YspA SLOG family
43597at186826	Complete	tig00000001	1200902	1200003	-	265.7	202	https://v10-1.orthodb.org/?query=43597at186826	Ribosome biogenesis GTPase RsgA
43600at186826	Complete	tig00000001	436785	435874	-	347.6	237	https://v10-1.orthodb.org/?query=43600at186826	Pseudouridine synthase
43721at186826	Complete	tig00000001	1059142	1058480	-	254.8	178	https://v10-1.orthodb.org/?query=43721at186826	tRNA (guanine-N(7)-)-methyltransferase
43776at186826	Complete	tig00000001	2527645	2528196	+	243.0	149	https://v10-1.orthodb.org/?query=43776at186826	Ribosome hibernation promoting factor
43857at186826	Complete	tig00000001	1489420	1489956	+	205.3	141	https://v10-1.orthodb.org/?query=43857at186826	Ribosomal protein L6
44256at186826	Complete	tig00000001	1555117	1554506	-	317.8	178	https://v10-1.orthodb.org/?query=44256at186826	RNA-binding S4 domain
44417at186826	Complete	tig00000001	1061409	1060198	-	340.1	341	https://v10-1.orthodb.org/?query=44417at186826	Bacterial ABC transporter EcsB
44746at186826	Duplicated	tig00000001	1063228	1064238	+	167.8	207	https://v10-1.orthodb.org/?query=44746at186826	peptidylprolyl isomerase
44746at186826	Duplicated	tig00000001	1958525	1959436	+	160.0	200	https://v10-1.orthodb.org/?query=44746at186826	peptidylprolyl isomerase
45390at186826	Complete	tig00000001	545745	545254	-	141.1	123	https://v10-1.orthodb.org/?query=45390at186826	pantetheine-phosphate adenylyltransferase
45413at186826	Complete	tig00000001	656906	656139	-	260.9	176	https://v10-1.orthodb.org/?query=45413at186826	Ribonuclease HII
45628at186826	Complete	tig00000001	2140363	2141325	+	349.6	248	https://v10-1.orthodb.org/?query=45628at186826	Phospho-N-acetylmuramoyl-pentapeptide-transferase
45720at186826	Complete	tig00000001	1647991	1646906	-	287.5	262	https://v10-1.orthodb.org/?query=45720at186826	Phosphomevalonate kinase
46291at186826	Fragmented	tig00000001	246553	246756	+	55.7	50	https://v10-1.orthodb.org/?query=46291at186826	SAM-dependent methyltransferase
46400at186826	Complete	tig00000001	675696	674437	-	276.1	337	https://v10-1.orthodb.org/?query=46400at186826	Tetratricopeptide repeat
46446at186826	Complete	tig00000001	2130445	2131335	+	249.0	191	https://v10-1.orthodb.org/?query=46446at186826	Polyprenyl synthetase
46517at186826	Complete	tig00000001	243611	244318	+	207.7	157	https://v10-1.orthodb.org/?query=46517at186826	Primosomal protein DnaI
46518at186826	Complete	tig00000001	167689	168576	+	366.2	228	https://v10-1.orthodb.org/?query=46518at186826	Diadenylate cyclase
46636at186826	Complete	tig00000001	694786	693923	-	290.6	215	https://v10-1.orthodb.org/?query=46636at186826	Conserved virulence factor B-like, winged helix domain
47239at186826	Complete	tig00000001	1043709	1042762	-	234.1	201	https://v10-1.orthodb.org/?query=47239at186826	Ribosomal protein L11 methyltransferase
47558at186826	Complete	tig00000001	690646	689930	-	246.2	178	https://v10-1.orthodb.org/?query=47558at186826	Pseudouridine synthase
47668at186826	Complete	tig00000001	1409523	1408828	-	173.4	184	https://v10-1.orthodb.org/?query=47668at186826	Protein of unknown function DUF1129
47828at186826	Complete	tig00000001	2352413	2353177	+	260.0	192	https://v10-1.orthodb.org/?query=47828at186826	HAD superfamily
48024at186826	Complete	tig00000001	790331	789762	-	113.6	128	https://v10-1.orthodb.org/?query=48024at186826	DNA-binding protein
48060at186826	Complete	tig00000001	137625	138668	+	306.2	270	https://v10-1.orthodb.org/?query=48060at186826	Heat-inducible transcription repressor HrcA
48329at186826	Complete	tig00000001	1462050	1461127	-	312.6	232	https://v10-1.orthodb.org/?query=48329at186826	Pantothenate kinase
48411at186826	Complete	tig00000001	108157	108714	+	235.4	156	https://v10-1.orthodb.org/?query=48411at186826	Ribosome recycling factor
48833at186826	Complete	tig00000001	2089088	2089684	+	301.0	177	https://v10-1.orthodb.org/?query=48833at186826	Recombination protein RecR
48954at186826	Complete	tig00000001	1219475	1218657	-	298.6	192	https://v10-1.orthodb.org/?query=48954at186826	Winged helix-like DNA-binding domain superfamily
49214at186826	Complete	tig00000001	1005576	1005073	-	216.4	138	https://v10-1.orthodb.org/?query=49214at186826	tRNA (cytidine/uridine-2'-O-)-methyltransferase
49594at186826	Complete	tig00000001	1055610	1054561	-	130.1	187	https://v10-1.orthodb.org/?query=49594at186826	Type II secretion system F domain
49606at186826	Complete	tig00000001	1347520	1347077	-	223.3	131	https://v10-1.orthodb.org/?query=49606at186826	Ribosomal protein L13
49671at186826	Complete	tig00000001	692002	691205	-	154.0	142	https://v10-1.orthodb.org/?query=49671at186826	Segregation and condensation protein A
49736at186826	Complete	tig00000001	1477948	1478418	+	237.0	130	https://v10-1.orthodb.org/?query=49736at186826	Ribosomal protein S7 domain
49744at186826	Complete	tig00000001	179508	180095	+	255.7	152	https://v10-1.orthodb.org/?query=49744at186826	GTP binding domain
49882at186826	Complete	tig00000001	1197688	1197179	-	61.1	120	https://v10-1.orthodb.org/?query=49882at186826	Rod shape-determining protein MreD
49936at186826	Complete	tig00000001	592255	591674	-	214.4	161	https://v10-1.orthodb.org/?query=49936at186826	Xanthine phosphoribosyltransferase
49986at186826	Complete	tig00000001	466772	466074	-	185.0	167	https://v10-1.orthodb.org/?query=49986at186826	DnaD domain
50556at186826	Complete	tig00000001	1028942	1029676	+	384.0	245	https://v10-1.orthodb.org/?query=50556at186826	methyltransferase
50582at186826	Complete	tig00000001	118439	118912	+	241.8	158	https://v10-1.orthodb.org/?query=50582at186826	Ribosome maturation factor RimP
50926at186826	Complete	tig00000001	1220466	1219642	-	250.8	229	https://v10-1.orthodb.org/?query=50926at186826	ABC transporter
51040at186826	Complete	tig00000001	1498406	1499203	+	358.2	220	https://v10-1.orthodb.org/?query=51040at186826	Energy-coupling factor transporter transmembrane protein EcfT
51061at186826	Complete	tig00000001	1039540	1039094	-	139.3	105	https://v10-1.orthodb.org/?query=51061at186826	D-aminoacyl-tRNA deacylase
51182at186826	Complete	tig00000001	1486509	1486943	+	258.0	128	https://v10-1.orthodb.org/?query=51182at186826	Ribosomal protein L16
51184at186826	Complete	tig00000001	138762	139325	+	221.9	145	https://v10-1.orthodb.org/?query=51184at186826	Protein GrpE
51300at186826	Complete	tig00000001	689600	688989	-	84.1	110	https://v10-1.orthodb.org/?query=51300at186826	Riboflavin transporter
51508at186826	Complete	tig00000001	424817	424188	-	244.4	158	https://v10-1.orthodb.org/?query=51508at186826	Orotate phosphoribosyltransferase
51826at186826	Complete	tig00000001	241506	241997	+	203.6	126	https://v10-1.orthodb.org/?query=51826at186826	Transcriptional repressor NrdR
51956at186826	Complete	tig00000001	1490494	1490994	+	265.4	145	https://v10-1.orthodb.org/?query=51956at186826	Ribosomal protein S5
52046at186826	Complete	tig00000001	240181	240810	+	112.9	133	https://v10-1.orthodb.org/?query=52046at186826	Dephospho-CoA kinase
52116at186826	Fragmented	tig00000001	247504	248370	+	180.0	137	https://v10-1.orthodb.org/?query=52116at186826	GTP cyclohydrolase 1 type 2/Nif3
52194at186826	Complete	tig00000001	2089748	2090392	+	214.0	161	https://v10-1.orthodb.org/?query=52194at186826	Thymidylate kinase
52652at186826	Complete	tig00000001	992772	992227	-	245.5	156	https://v10-1.orthodb.org/?query=52652at186826	Transcription termination/antitermination protein NusG
52963at186826	Complete	tig00000001	1652837	1653361	+	225.9	140	https://v10-1.orthodb.org/?query=52963at186826	Translation initiation factor 3
53235at186826	Complete	tig00000001	109718	110518	+	294.8	233	https://v10-1.orthodb.org/?query=53235at186826	Phosphatidate cytidylyltransferase
53332at186826	Complete	tig00000001	2349474	2349989	+	148.8	106	https://v10-1.orthodb.org/?query=53332at186826	tRNA-specific adenosine deaminase
53446at186826	Complete	tig00000001	1583258	1582695	-	212.6	147	https://v10-1.orthodb.org/?query=53446at186826	Peptide deformylase
53546at186826	Complete	tig00000001	2687910	2688431	+	138.8	127	https://v10-1.orthodb.org/?query=53546at186826	Ribosome maturation factor RimM
53609at186826	Complete	tig00000001	1496080	1496460	+	172.7	107	https://v10-1.orthodb.org/?query=53609at186826	Ribosomal protein L17
53948at186826	Complete	tig00000001	868724	868245	-	209.5	128	https://v10-1.orthodb.org/?query=53948at186826	Transcription elongation factor GreA
54122at186826	Complete	tig00000001	1189078	1188518	-	224.4	161	https://v10-1.orthodb.org/?query=54122at186826	Peptidyl-tRNA hydrolase
54276at186826	Complete	tig00000001	2526798	2527517	+	66.4	76	https://v10-1.orthodb.org/?query=54276at186826	Phosphoribosyltransferase domain
54378at186826	Complete	tig00000001	83450	84148	+	181.9	164	https://v10-1.orthodb.org/?query=54378at186826	rhomboid family intramembrane serine protease
54628at186826	Complete	tig00000001	2422339	2422770	+	195.8	120	https://v10-1.orthodb.org/?query=54628at186826	YqgF/RNase H-like domain
54776at186826	Complete	tig00000001	1232113	1231535	-	192.8	140	https://v10-1.orthodb.org/?query=54776at186826	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
54784at186826	Complete	tig00000001	820200	819049	-	325.4	280	https://v10-1.orthodb.org/?query=54784at186826	tRNA(Met) cytidine acetate ligase
54899at186826	Complete	tig00000001	2510449	2510913	+	230.5	135	https://v10-1.orthodb.org/?query=54899at186826	SsrA-binding protein
54916at186826	Complete	tig00000001	2588011	2588823	+	286.8	217	https://v10-1.orthodb.org/?query=54916at186826	DNA repair protein RecO
55297at186826	Complete	tig00000001	1488990	1489388	+	189.3	112	https://v10-1.orthodb.org/?query=55297at186826	Ribosomal protein S8
55500at186826	Complete	tig00000001	1670148	1670627	+	171.5	128	https://v10-1.orthodb.org/?query=55500at186826	RNA methyltransferase RlmH
55511at186826	Complete	tig00000001	85361	85756	+	111.0	84	https://v10-1.orthodb.org/?query=55511at186826	Rhodanese-like domain
55514at186826	Complete	tig00000001	2633633	2634136	+	132.6	126	https://v10-1.orthodb.org/?query=55514at186826	Domain of unknown function DUF5590
55885at186826	Complete	tig00000001	1568321	1568923	+	182.2	151	https://v10-1.orthodb.org/?query=55885at186826	Holliday junction ATP-dependent DNA helicase RuvA
56014at186826	Complete	tig00000001	2524565	2523921	-	198.7	135	https://v10-1.orthodb.org/?query=56014at186826	Impact, N-terminal
56183at186826	Complete	tig00000001	2517284	2517706	+	117.4	101	https://v10-1.orthodb.org/?query=56183at186826	ATP synthase delta/epsilon subunit, C-terminal domain
56255at186826	Complete	tig00000001	1028813	1028190	-	256.3	179	https://v10-1.orthodb.org/?query=56255at186826	Phospholipid/glycerol acyltransferase
56277at186826	Complete	tig00000001	123079	123426	+	165.1	102	https://v10-1.orthodb.org/?query=56277at186826	Ribosome-binding factor A
56369at186826	Complete	tig00000001	1477451	1477864	+	212.8	115	https://v10-1.orthodb.org/?query=56369at186826	Ribosomal protein S12, bacterial-type
56407at186826	Complete	tig00000001	1018185	1017532	-	141.0	124	https://v10-1.orthodb.org/?query=56407at186826	MecA, C-terminal domain superfamily
56585at186826	Complete	tig00000001	1347061	1346669	-	180.0	98	https://v10-1.orthodb.org/?query=56585at186826	Ribosomal protein S5 domain 2-type fold
56590at186826	Complete	tig00000001	1909795	1910139	+	94.0	79	https://v10-1.orthodb.org/?query=56590at186826	Putative amino acid metabolism
56768at186826	Complete	tig00000001	1485489	1485836	+	179.2	102	https://v10-1.orthodb.org/?query=56768at186826	Ribosomal protein L22/L17
56854at186826	Fragmented	tig00000001	821421	821161	-	71.6	58	https://v10-1.orthodb.org/?query=56854at186826	Ribosomal silencing factor RsfS
56862at186826	Complete	tig00000001	2025985	2026458	+	135.5	95	https://v10-1.orthodb.org/?query=56862at186826	tRNA threonylcarbamoyl adenosine modification protein TsaE
56964at186826	Complete	tig00000001	656083	655226	-	167.8	155	https://v10-1.orthodb.org/?query=56964at186826	DNA recombination-mediator protein A
57024at186826	Complete	tig00000001	1062277	1062711	+	172.0	102	https://v10-1.orthodb.org/?query=57024at186826	HIT-like domain
57598at186826	Complete	tig00000001	1494645	1495034	+	219.0	114	https://v10-1.orthodb.org/?query=57598at186826	Ribosomal protein S11
58853at186826	Complete	tig00000001	2689318	2689665	+	184.9	107	https://v10-1.orthodb.org/?query=58853at186826	Ribosomal protein L19
58877at186826	Complete	tig00000001	1487470	1487838	+	194.9	108	https://v10-1.orthodb.org/?query=58877at186826	Ribosomal protein L14P
59083at186826	Complete	tig00000001	2512293	2512817	+	179.2	142	https://v10-1.orthodb.org/?query=59083at186826	ATP synthase subunit b
59336at186826	Complete	tig00000001	1247684	1247157	-	139.1	101	https://v10-1.orthodb.org/?query=59336at186826	dUTPase-like
59565at186826	Complete	tig00000001	437246	436782	-	151.2	122	https://v10-1.orthodb.org/?query=59565at186826	signal peptidase II
59832at186826	Complete	tig00000001	2117656	2117949	+	157.0	83	https://v10-1.orthodb.org/?query=59832at186826	Ribosomal protein L27
59950at186826	Complete	tig00000001	1494252	1494617	+	193.3	108	https://v10-1.orthodb.org/?query=59950at186826	Ribosomal protein S13
59958at186826	Complete	tig00000001	1233245	1232322	-	152.0	173	https://v10-1.orthodb.org/?query=59958at186826	Cro/C1-type helix-turn-helix domain
60060at186826	Complete	tig00000001	1419646	1419290	-	113.6	86	https://v10-1.orthodb.org/?query=60060at186826	Ribonuclease P
60090at186826	Complete	tig00000001	986459	985956	-	186.0	126	https://v10-1.orthodb.org/?query=60090at186826	Ribosomal protein L10
60322at186826	Complete	tig00000001	646043	646681	+	221.7	157	https://v10-1.orthodb.org/?query=60322at186826	Glycerol-3-phosphate acyltransferase
60331at186826	Complete	tig00000001	1482364	1482672	+	191.7	98	https://v10-1.orthodb.org/?query=60331at186826	Ribosomal protein S10
60428at186826	Complete	tig00000001	1490117	1490473	+	179.4	103	https://v10-1.orthodb.org/?query=60428at186826	Ribosomal protein L18
60451at186826	Complete	tig00000001	2090750	2091688	+	171.2	169	https://v10-1.orthodb.org/?query=60451at186826	DNA polymerase III subunit delta
60734at186826	Complete	tig00000001	2682408	2682746	+	137.6	76	https://v10-1.orthodb.org/?query=60734at186826	DNA-binding protein
60740at186826	Complete	tig00000001	1198546	1197692	-	220.3	219	https://v10-1.orthodb.org/?query=60740at186826	Rod shape-determining protein MreC
60834at186826	Complete	tig00000001	2306765	2307325	+	160.8	132	https://v10-1.orthodb.org/?query=60834at186826	Ribonuclease M5
61068at186826	Complete	tig00000001	988084	987662	-	224.7	124	https://v10-1.orthodb.org/?query=61068at186826	Ribosomal protein L11, C-terminal
61211at186826	Complete	tig00000001	1511616	1511978	+	165.5	109	https://v10-1.orthodb.org/?query=61211at186826	Alkaline shock protein Asp23
61218at186826	Complete	tig00000001	2150255	2150962	+	119.7	111	https://v10-1.orthodb.org/?query=61218at186826	DivIVA domain
61410at186826	Complete	tig00000001	120422	120733	+	115.1	83	https://v10-1.orthodb.org/?query=61410at186826	Ribosomal protein L7Ae/L30e/S12e/Gadd45
61615at186826	Complete	tig00000001	543951	543334	-	163.1	137	https://v10-1.orthodb.org/?query=61615at186826	Soluble ligand binding domain
61659at186826	Complete	tig00000001	823089	822778	-	106.1	84	https://v10-1.orthodb.org/?query=61659at186826	RNA-binding protein
61867at186826	Complete	tig00000001	459201	458782	-	122.9	90	https://v10-1.orthodb.org/?query=61867at186826	Cell cycle protein GpsB
61889at186826	Duplicated	tig00000001	664731	664204	-	101.3	98	https://v10-1.orthodb.org/?query=61889at186826	Dihydrofolate reductase
61889at186826	Duplicated	tig00000001	78246	78764	+	88.9	98	https://v10-1.orthodb.org/?query=61889at186826	Dihydrofolate reductase
62059at186826	Complete	tig00000001	1199339	1198701	-	138.1	146	https://v10-1.orthodb.org/?query=62059at186826	Thiamine pyrophosphokinase
62084at186826	Complete	tig00000001	691221	690652	-	125.4	120	https://v10-1.orthodb.org/?query=62084at186826	Winged helix-like DNA-binding domain superfamily
62106at186826	Complete	tig00000001	1583509	1583778	+	132.2	76	https://v10-1.orthodb.org/?query=62106at186826	Ribosomal protein S15
62181at186826	Complete	tig00000001	2586114	2586575	+	196.1	127	https://v10-1.orthodb.org/?query=62181at186826	Endoribonuclease YbeY
62510at186826	Complete	tig00000001	191998	192303	+	106.6	79	https://v10-1.orthodb.org/?query=62510at186826	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
62607at186826	Complete	tig00000001	14369	14854	+	145.6	125	https://v10-1.orthodb.org/?query=62607at186826	YbaK/aminoacyl-tRNA synthetase-associated domain
62644at186826	Complete	tig00000001	2422076	2422342	+	129.0	64	https://v10-1.orthodb.org/?query=62644at186826	IreB regulatory phosphoprotein
62676at186826	Complete	tig00000001	1607975	1608325	+	81.6	79	https://v10-1.orthodb.org/?query=62676at186826	Holo-
62677at186826	Complete	tig00000001	120132	120425	+	107.7	70	https://v10-1.orthodb.org/?query=62677at186826	Uncharacterized protein YlxR
62898at186826	Complete	tig00000001	1432580	1433032	+	210.4	140	https://v10-1.orthodb.org/?query=62898at186826	Ribosomal protein L9
63167at186826	Missing
63310at186826	Complete	tig00000001	1429335	1429634	+	135.6	83	https://v10-1.orthodb.org/?query=63310at186826	Ribosomal protein S6
63325at186826	Complete	tig00000001	1485188	1485466	+	160.6	76	https://v10-1.orthodb.org/?query=63325at186826	Ribosomal protein S19, bacterial-type
63348at186826	Complete	tig00000001	2075624	2075887	+	135.2	70	https://v10-1.orthodb.org/?query=63348at186826	Ribosomal protein L31
63391at186826	Complete	tig00000001	1102124	1101783	-	99.8	98	https://v10-1.orthodb.org/?query=63391at186826	YheA/YmcA-like domain superfamily
63582at186826	Complete	tig00000001	1423246	1423554	+	117.2	78	https://v10-1.orthodb.org/?query=63582at186826	RNA-binding S4 domain
63894at186826	Complete	tig00000001	2686286	2686561	+	153.6	80	https://v10-1.orthodb.org/?query=63894at186826	Ribosomal protein S16
64047at186826	Complete	tig00000001	1483983	1484273	+	129.0	82	https://v10-1.orthodb.org/?query=64047at186826	Ribosomal protein L25/L23
64062at186826	Complete	tig00000001	1240639	1240244	-	158.8	106	https://v10-1.orthodb.org/?query=64062at186826	Mini-ribonuclease 3
64465at186826	Complete	tig00000001	2127476	2127925	+	117.2	97	https://v10-1.orthodb.org/?query=64465at186826	Transcription antitermination protein NusB
64664at186826	Complete	tig00000001	1491232	1491672	+	178.7	122	https://v10-1.orthodb.org/?query=64664at186826	Ribosomal protein L15
64668at186826	Complete	tig00000001	1183023	1182598	-	74.5	70	https://v10-1.orthodb.org/?query=64668at186826	Septum formation initiator
64976at186826	Complete	tig00000001	1493867	1494085	+	141.5	65	https://v10-1.orthodb.org/?query=64976at186826	Translation initiation factor IF-1
65046at186826	Complete	tig00000001	2148502	2149101	+	124.2	94	https://v10-1.orthodb.org/?query=65046at186826	Cell division protein SepF
65062at186826	Complete	tig00000001	1487146	1487412	+	145.9	77	https://v10-1.orthodb.org/?query=65062at186826	Ribosomal protein S17/S11
65070at186826	Complete	tig00000001	92147	92971	+	167.3	163	https://v10-1.orthodb.org/?query=65070at186826	tRNA threonylcarbamoyl adenosine modification protein TsaB
65590at186826	Complete	tig00000001	2389158	2388946	-	83.4	58	https://v10-1.orthodb.org/?query=65590at186826	Protein of unknown function DUF1447
65711at186826	Complete	tig00000001	546759	546421	-	85.6	71	https://v10-1.orthodb.org/?query=65711at186826	Protein of unknown function DUF2129
65726at186826	Complete	tig00000001	1183359	1183090	-	132.4	79	https://v10-1.orthodb.org/?query=65726at186826	RNA-binding S4 domain
65780at186826	Complete	tig00000001	677254	676979	-	133.0	79	https://v10-1.orthodb.org/?query=65780at186826	Histone-like DNA-binding protein
65849at186826	Complete	tig00000001	2116964	2117272	+	133.7	85	https://v10-1.orthodb.org/?query=65849at186826	Ribosomal protein L21
66095at186826	Complete	tig00000001	1017306	1016308	-	174.5	229	https://v10-1.orthodb.org/?query=66095at186826	Competence protein
66158at186826	Complete	tig00000001	1629618	1629998	+	114.9	70	https://v10-1.orthodb.org/?query=66158at186826	Preprotein translocase YajC
66285at186826	Complete	tig00000001	1410913	1410722	-	126.7	60	https://v10-1.orthodb.org/?query=66285at186826	Protein of unknown function DUF951
66366at186826	Complete	tig00000001	538390	538644	+	102.2	69	https://v10-1.orthodb.org/?query=66366at186826	Ribosomal protein S20
66440at186826	Complete	tig00000001	840654	840388	-	135.6	73	https://v10-1.orthodb.org/?query=66440at186826	Phosphocarrier protein HPr
66522at186826	Complete	tig00000001	1430222	1430458	+	154.4	70	https://v10-1.orthodb.org/?query=66522at186826	Ribosomal protein S18
66808at186826	Complete	tig00000001	2422795	2423100	+	85.0	68	https://v10-1.orthodb.org/?query=66808at186826	Uncharacterised protein family UPF0473
67009at186826	Complete	tig00000001	477280	477029	-	103.6	62	https://v10-1.orthodb.org/?query=67009at186826	Protein of unknown function DUF896
67407at186826	Complete	tig00000001	2127058	2127483	+	179.6	133	https://v10-1.orthodb.org/?query=67407at186826	Alkaline shock protein
67535at186826	Complete	tig00000001	1511346	1511158	-	115.1	52	https://v10-1.orthodb.org/?query=67535at186826	Ribosomal protein L28/L24
67634at186826	Complete	tig00000001	1653686	1654045	+	222.4	118	https://v10-1.orthodb.org/?query=67634at186826	Ribosomal protein L20
67803at186826	Complete	tig00000001	82888	83430	+	82.0	100	https://v10-1.orthodb.org/?query=67803at186826	5-formyltetrahydrofolate cyclo-ligase
67885at186826	Complete	tig00000001	2551132	2551572	+	110.6	95	https://v10-1.orthodb.org/?query=67885at186826	Uncharacterised protein family UPF0478
67975at186826	Complete	tig00000001	2130219	2130443	+	107.2	64	https://v10-1.orthodb.org/?query=67975at186826	Exonuclease VII, small subunit
68136at186826	Complete	tig00000001	953623	953339	-	109.7	75	https://v10-1.orthodb.org/?query=68136at186826	GroES chaperonin family
68351at186826	Complete	tig00000001	1491009	1491188	+	82.2	52	https://v10-1.orthodb.org/?query=68351at186826	Ribosomal protein L30, ferredoxin-like fold domain
69087at186826	Complete	tig00000001	1487875	1488183	+	112.9	84	https://v10-1.orthodb.org/?query=69087at186826	Ribosomal protein L24
69352at186826	Complete	tig00000001	1653433	1653633	+	95.7	47	https://v10-1.orthodb.org/?query=69352at186826	Ribosomal protein L35
69385at186826	Complete	tig00000001	985903	985535	-	127.6	96	https://v10-1.orthodb.org/?query=69385at186826	Ribosomal protein L7/L12
69837at186826	Complete	tig00000001	2620921	2620646	-	76.5	65	https://v10-1.orthodb.org/?query=69837at186826	Acylphosphatase
70512at186826	Complete	tig00000001	2092541	2092888	+	77.6	71	https://v10-1.orthodb.org/?query=70512at186826	Initiation-control protein YabA
70629at186826	Complete	tig00000001	660209	659982	-	97.7	67	https://v10-1.orthodb.org/?query=70629at186826	YozE SAM-like domain
70649at186826	Complete	tig00000001	1486933	1487121	+	115.4	56	https://v10-1.orthodb.org/?query=70649at186826	Ribosomal protein L29/L35
