# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GFF" "-t" "CDS" "-g" "ID" "-a" "e745_annot.gff" "-o" "tnseq_master_counts.txt" "alignments/trim_ERR1801006_pass.bam" "alignments/trim_ERR1801007_pass.bam" "alignments/trim_ERR1801008_pass.bam" "alignments/trim_ERR1801009_pass.bam" "alignments/trim_ERR1801010_pass.bam" "alignments/trim_ERR1801011_pass.bam" "alignments/trim_ERR1801012_pass.bam" "alignments/trim_ERR1801013_pass.bam" "alignments/trim_ERR1801014_pass.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/trim_ERR1801006_pass.bam	alignments/trim_ERR1801007_pass.bam	alignments/trim_ERR1801008_pass.bam	alignments/trim_ERR1801009_pass.bam	alignments/trim_ERR1801010_pass.bam	alignments/trim_ERR1801011_pass.bam	alignments/trim_ERR1801012_pass.bam	alignments/trim_ERR1801013_pass.bam	alignments/trim_ERR1801014_pass.bam
IBPFAHIO_00846	tig00000001	835236	836123	-	888	0	0	0	0	0	0	0	0	0
IBPFAHIO_00847	tig00000001	836212	837435	-	1224	47	0	103	38	65	52	0	0	0
IBPFAHIO_00848	tig00000001	837452	838195	-	744	36	0	0	0	0	18	0	0	0
IBPFAHIO_00849	tig00000001	838213	838497	-	285	0	0	0	0	0	0	0	0	0
IBPFAHIO_00850	tig00000001	838661	840388	-	1728	0	0	0	0	0	0	0	0	0
IBPFAHIO_00851	tig00000001	840388	840654	-	267	0	0	0	0	0	0	0	0	0
IBPFAHIO_00852	tig00000001	841133	843367	+	2235	0	20	0	26	0	0	0	22	0
IBPFAHIO_00853	tig00000001	843515	843835	+	321	0	0	0	0	0	0	0	0	0
IBPFAHIO_00854	tig00000001	844040	844264	-	225	0	0	0	0	0	0	0	0	0
IBPFAHIO_00855	tig00000001	844462	846042	-	1581	0	0	0	0	1	0	0	38	0
IBPFAHIO_00856	tig00000001	846443	847819	-	1377	77	0	0	98	0	169	0	0	0
IBPFAHIO_00857	tig00000001	847947	849065	-	1119	182	219	241	874	97	154	131	97	114
IBPFAHIO_00858	tig00000001	849207	849641	+	435	0	0	0	0	0	0	0	0	0
IBPFAHIO_00859	tig00000001	849719	850252	-	534	0	0	0	0	0	0	0	0	0
IBPFAHIO_00860	tig00000001	850346	851524	-	1179	0	0	0	0	0	0	0	0	0
IBPFAHIO_00861	tig00000001	851603	852313	-	711	0	0	0	0	0	0	0	0	0
IBPFAHIO_00862	tig00000001	852420	853802	+	1383	0	0	0	0	0	0	0	0	0
IBPFAHIO_00863	tig00000001	853976	854554	-	579	0	21	0	40	0	57	0	0	56
IBPFAHIO_00864	tig00000001	854876	855346	+	471	0	0	0	0	0	0	0	0	0
IBPFAHIO_00865	tig00000001	855454	856680	-	1227	0	0	0	0	0	0	0	0	0
IBPFAHIO_00866	tig00000001	857434	857634	-	201	0	0	0	0	0	0	0	0	0
IBPFAHIO_00867	tig00000001	857768	858376	-	609	0	0	0	0	0	0	0	0	0
IBPFAHIO_00868	tig00000001	858461	858931	-	471	0	0	0	0	0	0	0	0	0
IBPFAHIO_00869	tig00000001	858979	859878	-	900	0	0	0	0	0	0	0	0	0
IBPFAHIO_00870	tig00000001	860039	860842	+	804	0	0	0	0	0	0	0	0	0
IBPFAHIO_00871	tig00000001	861020	861967	+	948	0	0	0	0	0	0	0	0	0
IBPFAHIO_00872	tig00000001	862076	863623	-	1548	299	230	579	317	121	417	167	120	180
IBPFAHIO_00873	tig00000001	863725	864078	-	354	0	0	0	0	0	0	0	0	0
IBPFAHIO_00874	tig00000001	864068	864262	-	195	0	0	0	0	0	14	0	0	0
IBPFAHIO_00875	tig00000001	864518	864811	-	294	0	0	0	0	0	0	0	0	0
IBPFAHIO_00876	tig00000001	864839	865381	-	543	0	0	0	0	0	0	0	0	0
IBPFAHIO_00877	tig00000001	865643	866275	-	633	0	0	0	0	0	0	0	0	0
IBPFAHIO_00878	tig00000001	866282	867349	-	1068	0	0	0	4	0	0	0	0	0
IBPFAHIO_00879	tig00000001	867346	868077	-	732	0	0	0	0	0	0	0	0	0
IBPFAHIO_00880	tig00000001	868245	868724	-	480	0	0	0	0	0	0	0	0	0
IBPFAHIO_00881	tig00000001	868860	870035	-	1176	0	28	0	0	0	43	0	0	0
IBPFAHIO_00882	tig00000001	870200	871360	+	1161	0	0	0	0	0	0	0	0	0
IBPFAHIO_00883	tig00000001	871393	872838	-	1446	0	9	12	0	2	38	1	7	0
IBPFAHIO_00884	tig00000001	872957	873904	-	948	0	0	0	0	0	0	0	0	0
IBPFAHIO_00885	tig00000001	873937	875352	-	1416	0	0	0	0	0	0	0	0	0
IBPFAHIO_00886	tig00000001	875349	876497	-	1149	0	0	0	0	0	0	0	0	0
IBPFAHIO_00887	tig00000001	876521	878056	-	1536	0	0	0	0	0	0	0	0	0
IBPFAHIO_00888	tig00000001	878079	878762	-	684	0	0	0	0	0	0	0	0	0
IBPFAHIO_00889	tig00000001	878846	879052	-	207	0	0	0	0	0	0	0	0	0
IBPFAHIO_00890	tig00000001	879054	880061	-	1008	0	0	0	0	0	0	0	0	0
IBPFAHIO_00891	tig00000001	880054	881121	-	1068	1	0	0	0	0	0	0	0	0
IBPFAHIO_00892	tig00000001	881129	881830	-	702	0	0	0	0	0	0	0	0	0
IBPFAHIO_00893	tig00000001	881827	882216	-	390	0	0	0	0	0	0	0	0	0
IBPFAHIO_00894	tig00000001	882360	882701	-	342	0	0	0	0	0	0	0	0	0
IBPFAHIO_00895	tig00000001	882713	883255	-	543	0	0	0	0	0	0	0	0	0
IBPFAHIO_00896	tig00000001	883297	883536	-	240	0	2	0	0	0	0	0	0	0
IBPFAHIO_00897	tig00000001	883574	884965	-	1392	0	0	0	0	0	0	0	0	0
IBPFAHIO_00898	tig00000001	885299	886258	+	960	22	7	5	0	0	8	21	13	12
IBPFAHIO_00899	tig00000001	886326	888464	-	2139	22	0	0	0	0	6	0	0	0
IBPFAHIO_00900	tig00000001	888503	890089	-	1587	0	0	0	0	0	0	0	0	0
IBPFAHIO_00901	tig00000001	890079	891299	-	1221	0	0	0	0	0	0	0	0	0
IBPFAHIO_00902	tig00000001	891311	892117	-	807	0	2	0	0	0	0	0	1	0
IBPFAHIO_00903	tig00000001	892327	893607	-	1281	0	0	0	0	0	41	0	0	0
IBPFAHIO_00904	tig00000001	893651	895684	-	2034	0	0	0	0	0	0	0	0	0
IBPFAHIO_00905	tig00000001	895719	896570	-	852	0	0	0	0	0	0	0	0	0
IBPFAHIO_00906	tig00000001	896668	897696	-	1029	0	0	0	0	0	0	0	0	0
IBPFAHIO_00907	tig00000001	897718	898290	-	573	0	0	0	0	0	0	0	4	0
IBPFAHIO_00908	tig00000001	898304	899170	-	867	0	0	0	0	0	0	0	0	0
IBPFAHIO_00909	tig00000001	899270	899977	-	708	2	0	0	0	0	0	0	0	0
IBPFAHIO_00910	tig00000001	899982	900809	-	828	0	0	0	0	0	0	0	0	0
IBPFAHIO_00911	tig00000001	900809	901609	-	801	0	0	0	0	0	0	0	0	0
IBPFAHIO_00912	tig00000001	901602	902741	-	1140	0	0	0	0	0	56	0	0	0
IBPFAHIO_00913	tig00000001	902817	903740	-	924	0	0	0	0	0	0	0	0	0
IBPFAHIO_00914	tig00000001	903772	904536	-	765	0	0	0	0	0	0	0	0	0
IBPFAHIO_00915	tig00000001	904694	905134	+	441	0	0	0	0	0	0	0	0	0
IBPFAHIO_00916	tig00000001	905312	905881	-	570	48	7	0	75	0	4	127	68	35
IBPFAHIO_00917	tig00000001	906135	907367	+	1233	42	1	0	34	0	145	0	2	87
IBPFAHIO_00918	tig00000001	908121	908300	+	180	0	0	0	0	0	0	0	0	0
IBPFAHIO_00919	tig00000001	908460	908831	-	372	0	0	0	0	0	0	0	0	0
IBPFAHIO_00920	tig00000001	908833	909234	-	402	0	0	0	0	0	0	0	0	0
IBPFAHIO_00921	tig00000001	909248	909655	-	408	0	0	0	0	0	0	0	0	0
IBPFAHIO_00922	tig00000001	909999	910493	+	495	0	7	0	10	0	8	0	3	0
IBPFAHIO_00923	tig00000001	910578	911414	-	837	14	17	111	0	0	16	20	0	20
IBPFAHIO_00924	tig00000001	911450	911740	-	291	0	0	1	0	0	0	0	0	0
IBPFAHIO_00926	tig00000001	912680	913705	-	1026	304	76	110	239	0	186	72	28	50
IBPFAHIO_00927	tig00000001	913702	913926	-	225	0	0	0	0	0	0	0	0	0
IBPFAHIO_00928	tig00000001	913923	914216	-	294	0	0	0	0	0	0	0	0	0
IBPFAHIO_00929	tig00000001	914254	914391	-	138	0	0	0	0	0	0	0	0	0
IBPFAHIO_00930	tig00000001	914393	914839	-	447	0	0	0	0	0	0	0	0	0
IBPFAHIO_00931	tig00000001	914840	916906	-	2067	75	20	54	156	44	217	30	18	52
IBPFAHIO_00932	tig00000001	916906	917688	-	783	1	0	0	0	0	0	0	0	0
IBPFAHIO_00933	tig00000001	917705	919423	-	1719	0	0	0	0	0	0	0	0	0
IBPFAHIO_00934	tig00000001	919437	922268	-	2832	0	0	0	1	0	0	0	0	0
IBPFAHIO_00935	tig00000001	922261	923052	-	792	346	122	539	320	195	590	189	162	193
IBPFAHIO_00936	tig00000001	923064	926183	-	3120	45	24	0	228	3	98	3	14	40
IBPFAHIO_00937	tig00000001	926200	926487	-	288	0	0	0	0	0	0	0	0	0
IBPFAHIO_00938	tig00000001	926541	926909	-	369	13	0	0	0	0	0	0	0	0
IBPFAHIO_00939	tig00000001	926955	927467	-	513	0	0	0	0	0	0	0	0	0
IBPFAHIO_00940	tig00000001	927478	927870	-	393	0	0	0	0	0	0	0	0	0
IBPFAHIO_00941	tig00000001	927867	928238	-	372	92	29	62	0	0	55	23	30	67
IBPFAHIO_00942	tig00000001	928235	928561	-	327	0	0	0	0	0	0	0	0	0
IBPFAHIO_00943	tig00000001	928558	928896	-	339	0	0	0	0	0	0	0	0	0
IBPFAHIO_00944	tig00000001	928936	929142	-	207	0	0	0	0	0	0	0	0	0
IBPFAHIO_00945	tig00000001	929153	930160	-	1008	47	47	60	182	44	261	0	190	15
IBPFAHIO_00946	tig00000001	930185	930538	-	354	0	0	0	0	0	0	0	0	0
IBPFAHIO_00947	tig00000001	930550	931191	-	642	0	0	0	0	0	0	0	0	0
IBPFAHIO_00948	tig00000001	931306	931479	-	174	0	0	0	0	0	0	0	0	0
IBPFAHIO_00949	tig00000001	931826	932779	-	954	205	152	109	204	0	81	198	35	122
IBPFAHIO_00950	tig00000001	932784	933047	-	264	0	0	0	0	0	0	0	0	0
IBPFAHIO_00951	tig00000001	933060	933290	-	231	0	0	0	0	0	0	0	0	0
IBPFAHIO_00952	tig00000001	933244	934878	-	1635	695	295	102	903	233	945	1053	286	420
IBPFAHIO_00953	tig00000001	934889	936190	-	1302	256	397	187	839	176	900	366	136	135
IBPFAHIO_00954	tig00000001	936180	936635	-	456	0	52	0	62	0	156	0	0	0
IBPFAHIO_00955	tig00000001	936661	936885	-	225	0	0	0	0	0	0	0	0	0
IBPFAHIO_00956	tig00000001	937384	937563	+	180	0	0	0	0	0	0	0	0	0
IBPFAHIO_00957	tig00000001	937556	937969	-	414	0	0	0	0	0	0	0	0	0
IBPFAHIO_00958	tig00000001	938260	938535	+	276	0	0	0	0	0	0	0	0	0
IBPFAHIO_00959	tig00000001	938532	938684	-	153	0	0	0	0	0	0	0	0	30
IBPFAHIO_00960	tig00000001	938993	939406	-	414	13	61	4	5	8	53	40	16	2
IBPFAHIO_00961	tig00000001	939483	939779	-	297	0	0	0	0	0	0	0	0	0
IBPFAHIO_00962	tig00000001	939776	940333	-	558	0	0	0	0	0	0	0	0	0
IBPFAHIO_00963	tig00000001	940330	940725	-	396	0	0	0	0	0	0	0	0	0
IBPFAHIO_00964	tig00000001	940722	940895	-	174	0	0	0	0	0	0	0	0	0
IBPFAHIO_00965	tig00000001	940892	941203	-	312	0	0	0	0	0	0	0	0	0
IBPFAHIO_00966	tig00000001	941203	941493	-	291	0	0	0	0	0	0	0	0	0
IBPFAHIO_00967	tig00000001	941487	941798	-	312	0	0	0	0	0	0	0	0	0
IBPFAHIO_00968	tig00000001	941795	941956	-	162	0	0	0	0	0	0	0	0	0
IBPFAHIO_00969	tig00000001	941953	942255	-	303	0	0	0	0	0	0	0	0	0
IBPFAHIO_00970	tig00000001	942248	942412	-	165	0	0	0	0	0	0	0	0	0
IBPFAHIO_00971	tig00000001	942417	942686	-	270	1459	2533	425	3824	2239	3346	3446	1682	1196
IBPFAHIO_00972	tig00000001	942698	943549	-	852	22	0	0	0	0	0	0	11	0
IBPFAHIO_00973	tig00000001	943658	944173	-	516	0	0	0	0	0	0	0	0	0
IBPFAHIO_00974	tig00000001	944181	944873	-	693	0	0	0	0	0	0	0	0	0
IBPFAHIO_00975	tig00000001	944879	945550	-	672	0	42	158	41	0	27	11	32	25
IBPFAHIO_00976	tig00000001	945543	945884	-	342	0	0	0	0	0	0	0	0	0
IBPFAHIO_00977	tig00000001	945921	946067	-	147	0	0	0	0	0	0	0	0	0
IBPFAHIO_00978	tig00000001	946036	946209	-	174	0	0	0	0	0	0	0	0	0
IBPFAHIO_00979	tig00000001	946206	946394	-	189	0	0	0	0	0	0	0	0	0
IBPFAHIO_00980	tig00000001	946415	946699	-	285	0	0	0	0	0	0	0	0	0
IBPFAHIO_00981	tig00000001	946747	947046	-	300	0	0	0	0	0	0	0	0	0
IBPFAHIO_00982	tig00000001	947061	947264	-	204	0	0	0	0	0	0	0	0	0
IBPFAHIO_00983	tig00000001	947279	948025	-	747	0	62	47	0	0	40	67	52	0
IBPFAHIO_00984	tig00000001	948101	948352	+	252	0	0	0	0	0	0	0	0	0
IBPFAHIO_00985	tig00000001	948333	948488	-	156	0	0	0	0	0	0	0	0	0
IBPFAHIO_00986	tig00000001	948539	948727	+	189	0	0	0	0	0	0	0	0	0
IBPFAHIO_00987	tig00000001	948724	948882	-	159	0	0	0	0	0	0	0	0	0
IBPFAHIO_00988	tig00000001	949175	949495	+	321	0	0	0	0	0	0	0	5	0
IBPFAHIO_00989	tig00000001	949513	949935	+	423	0	0	0	0	0	0	0	0	0
IBPFAHIO_00990	tig00000001	950022	950327	+	306	0	0	0	0	0	0	0	0	0
IBPFAHIO_00991	tig00000001	950435	951574	+	1140	0	67	0	111	10	201	69	0	1
IBPFAHIO_00992	tig00000001	951663	953288	-	1626	0	0	0	10	0	0	0	0	0
IBPFAHIO_00993	tig00000001	953339	953623	-	285	0	17	0	49	0	71	101	0	0
IBPFAHIO_00994	tig00000001	953848	954510	+	663	224	33	725	214	285	162	138	16	74
IBPFAHIO_00995	tig00000001	954586	955878	-	1293	0	0	0	0	0	0	0	0	0
IBPFAHIO_00996	tig00000001	956048	956677	+	630	0	119	223	0	508	42	0	5	0
IBPFAHIO_00997	tig00000001	956779	957588	-	810	0	0	0	0	0	37	0	0	0
IBPFAHIO_00998	tig00000001	957643	958512	-	870	0	0	0	0	0	0	0	0	0
IBPFAHIO_00999	tig00000001	958513	959829	-	1317	0	0	0	0	0	0	0	0	0
IBPFAHIO_01000	tig00000001	959826	961661	-	1836	0	0	0	0	0	0	0	0	0
IBPFAHIO_01001	tig00000001	961666	962370	-	705	47	7	19	0	0	0	0	1	0
IBPFAHIO_01002	tig00000001	962560	963420	-	861	0	0	0	0	0	0	0	0	0
IBPFAHIO_01003	tig00000001	963407	963976	-	570	0	0	0	0	0	0	0	0	0
IBPFAHIO_01005	tig00000001	964606	964923	+	318	17	7	46	49	25	131	0	7	105
IBPFAHIO_01006	tig00000001	964977	965561	+	585	0	0	0	0	0	0	0	0	0
IBPFAHIO_01007	tig00000001	965558	965704	-	147	0	0	0	0	0	0	0	0	0
IBPFAHIO_01008	tig00000001	965808	966146	-	339	0	0	0	0	0	0	0	0	0
IBPFAHIO_01009	tig00000001	966121	966318	-	198	0	0	0	0	0	0	0	0	0
IBPFAHIO_01010	tig00000001	966712	968439	-	1728	0	0	0	0	0	41	0	0	0
IBPFAHIO_01011	tig00000001	968432	969625	-	1194	0	0	0	0	0	0	0	0	0
IBPFAHIO_01012	tig00000001	969812	970456	-	645	0	0	0	0	0	0	0	0	0
IBPFAHIO_01013	tig00000001	970550	970684	-	135	0	0	0	0	0	0	0	0	0
IBPFAHIO_01014	tig00000001	970686	972818	-	2133	0	0	51	0	351	0	0	0	0
IBPFAHIO_01015	tig00000001	972815	973288	-	474	0	0	0	0	0	0	0	0	0
IBPFAHIO_01016	tig00000001	973689	973913	+	225	0	0	0	0	0	0	0	0	0
IBPFAHIO_01017	tig00000001	974072	976231	+	2160	0	0	0	0	0	0	0	0	0
IBPFAHIO_01018	tig00000001	976281	977246	+	966	25	0	0	0	0	0	0	5	0
IBPFAHIO_01019	tig00000001	977335	978474	-	1140	0	0	0	0	0	0	0	18	0
IBPFAHIO_01020	tig00000001	978783	979496	-	714	0	0	0	0	0	0	0	0	0
IBPFAHIO_01021	tig00000001	979750	980451	-	702	0	3	0	0	0	0	0	3	7
IBPFAHIO_01022	tig00000001	980685	982217	+	1533	0	0	0	0	0	0	0	0	0
IBPFAHIO_01023	tig00000001	982607	983515	-	909	20	29	2	21	0	36	16	58	35
IBPFAHIO_01024	tig00000001	983609	984658	-	1050	0	13	0	0	0	2	0	42	28
IBPFAHIO_01025	tig00000001	984740	985429	-	690	86	40	0	0	0	123	62	31	68
IBPFAHIO_01026	tig00000001	985535	985903	-	369	0	0	0	0	0	0	0	0	0
IBPFAHIO_01027	tig00000001	985956	986459	-	504	0	0	0	0	0	0	0	0	0
IBPFAHIO_01028	tig00000001	986869	987558	-	690	0	0	0	0	0	0	0	0	0
IBPFAHIO_01029	tig00000001	987662	988084	-	423	0	0	0	0	0	0	0	0	0
IBPFAHIO_01030	tig00000001	988427	989095	+	669	0	0	0	0	0	0	0	0	0
IBPFAHIO_01031	tig00000001	989108	989980	+	873	0	0	0	2	0	98	1	0	1
IBPFAHIO_01032	tig00000001	990071	991090	-	1020	0	0	31	0	0	0	0	0	0
IBPFAHIO_01033	tig00000001	991263	992150	-	888	0	0	0	0	0	0	0	0	0
IBPFAHIO_01034	tig00000001	992227	992772	-	546	0	0	0	0	0	0	0	0	0
IBPFAHIO_01035	tig00000001	992873	993043	-	171	0	0	0	0	0	0	0	0	0
IBPFAHIO_01036	tig00000001	993067	993219	-	153	0	0	0	0	0	0	0	0	0
IBPFAHIO_01037	tig00000001	993381	994025	+	645	0	0	0	0	0	0	0	0	0
IBPFAHIO_01038	tig00000001	994081	994584	-	504	29	56	41	122	0	68	0	0	77
IBPFAHIO_01039	tig00000001	995181	996146	+	966	0	29	1	0	0	65	0	33	0
IBPFAHIO_01040	tig00000001	996245	997417	-	1173	0	0	0	0	0	0	0	0	0
IBPFAHIO_01041	tig00000001	997404	998549	-	1146	0	0	0	0	0	0	0	0	0
IBPFAHIO_01042	tig00000001	998563	999495	-	933	0	0	0	0	0	0	0	0	0
IBPFAHIO_01043	tig00000001	999612	1000691	+	1080	0	0	0	0	0	0	0	0	0
IBPFAHIO_01044	tig00000001	1000688	1001317	+	630	0	0	0	0	0	0	0	0	0
IBPFAHIO_01045	tig00000001	1001427	1001654	-	228	0	0	0	0	0	0	0	0	0
IBPFAHIO_01046	tig00000001	1001757	1004345	-	2589	0	88	0	59	48	40	0	0	0
IBPFAHIO_01047	tig00000001	1004365	1005024	-	660	0	0	0	0	0	0	0	0	0
IBPFAHIO_01048	tig00000001	1005073	1005576	-	504	0	0	0	0	0	0	0	52	67
IBPFAHIO_01049	tig00000001	1005797	1006663	-	867	0	0	179	91	0	86	10	0	124
IBPFAHIO_01050	tig00000001	1006772	1007413	+	642	0	0	0	0	0	0	0	0	0
IBPFAHIO_01051	tig00000001	1007475	1008836	-	1362	0	0	0	0	0	0	0	0	0
IBPFAHIO_01052	tig00000001	1008854	1009753	-	900	0	0	0	0	0	0	0	0	0
IBPFAHIO_01053	tig00000001	1009755	1010552	-	798	0	0	0	0	0	0	0	0	0
IBPFAHIO_01054	tig00000001	1010530	1011234	-	705	0	2	34	12	0	33	0	73	42
IBPFAHIO_01055	tig00000001	1011365	1011940	+	576	0	0	0	0	0	0	0	0	0
IBPFAHIO_01056	tig00000001	1012057	1012734	+	678	0	0	0	0	0	0	0	0	0
IBPFAHIO_01057	tig00000001	1012824	1014119	-	1296	75	20	178	0	33	78	0	33	0
IBPFAHIO_01058	tig00000001	1014324	1016132	-	1809	64	0	0	19	0	54	159	0	61
IBPFAHIO_01059	tig00000001	1016308	1017306	-	999	0	0	0	0	0	0	0	0	0
IBPFAHIO_01060	tig00000001	1017532	1018185	-	654	0	0	0	0	0	0	0	4	0
IBPFAHIO_01061	tig00000001	1018517	1018915	-	399	0	0	0	0	0	0	0	0	0
IBPFAHIO_01062	tig00000001	1019677	1020384	+	708	0	0	0	0	0	0	0	0	0
IBPFAHIO_01063	tig00000001	1020530	1023724	-	3195	0	0	0	0	0	0	0	0	0
IBPFAHIO_01064	tig00000001	1023743	1024504	-	762	0	1	0	0	0	0	0	0	0
IBPFAHIO_01065	tig00000001	1024648	1026870	-	2223	0	0	0	0	0	0	0	0	0
IBPFAHIO_01066	tig00000001	1026877	1027998	-	1122	0	49	0	0	0	0	0	0	0
IBPFAHIO_01067	tig00000001	1028190	1028813	-	624	0	0	0	0	0	0	0	0	0
IBPFAHIO_01068	tig00000001	1028942	1029676	+	735	0	0	0	0	0	0	0	0	0
IBPFAHIO_01069	tig00000001	1029666	1029950	+	285	0	0	0	0	0	0	0	0	0
IBPFAHIO_01070	tig00000001	1030025	1031908	-	1884	0	0	0	11	0	0	0	20	0
IBPFAHIO_01071	tig00000001	1032174	1033049	-	876	0	0	0	0	0	0	0	0	0
IBPFAHIO_01072	tig00000001	1033158	1034927	-	1770	0	0	0	0	0	0	0	0	0
IBPFAHIO_01073	tig00000001	1034942	1036234	-	1293	0	0	0	0	0	0	0	0	0
IBPFAHIO_01074	tig00000001	1036628	1037575	+	948	0	0	0	0	0	0	0	0	0
IBPFAHIO_01075	tig00000001	1037664	1038923	-	1260	244	172	277	509	317	628	385	293	266
IBPFAHIO_01076	tig00000001	1039094	1039540	-	447	0	0	0	0	0	0	0	0	0
IBPFAHIO_01077	tig00000001	1039551	1041764	-	2214	0	0	0	0	0	0	0	0	0
IBPFAHIO_01078	tig00000001	1041997	1042761	-	765	0	0	0	0	0	0	0	0	0
IBPFAHIO_01079	tig00000001	1042762	1043709	-	948	0	46	0	0	76	68	0	72	151
IBPFAHIO_01080	tig00000001	1043722	1044210	-	489	0	0	0	0	0	0	0	0	0
IBPFAHIO_01081	tig00000001	1044176	1044847	-	672	0	0	0	0	0	0	0	0	0
IBPFAHIO_01082	tig00000001	1044985	1046271	+	1287	0	0	0	0	0	0	0	0	0
IBPFAHIO_01083	tig00000001	1046615	1046899	+	285	0	0	0	0	0	0	0	0	0
IBPFAHIO_01084	tig00000001	1046972	1047451	+	480	0	0	0	0	0	0	0	0	0
IBPFAHIO_01085	tig00000001	1048162	1048290	+	129	0	0	0	0	0	0	0	0	0
IBPFAHIO_01086	tig00000001	1048395	1049978	+	1584	4	32	1	0	12	9	0	45	31
IBPFAHIO_01087	tig00000001	1050415	1051599	-	1185	12	6	0	6	0	6	0	18	13
IBPFAHIO_01088	tig00000001	1051624	1052631	-	1008	0	0	0	0	0	0	0	0	0
IBPFAHIO_01089	tig00000001	1052803	1053162	-	360	0	0	0	0	0	0	0	0	0
IBPFAHIO_01090	tig00000001	1053134	1053559	-	426	0	0	0	0	0	0	0	0	0
IBPFAHIO_01091	tig00000001	1053522	1053824	-	303	0	0	0	0	0	0	0	0	0
IBPFAHIO_01092	tig00000001	1053841	1054335	-	495	0	0	0	0	0	4	0	0	175
IBPFAHIO_01093	tig00000001	1054286	1054564	-	279	0	0	0	0	0	0	0	0	0
IBPFAHIO_01094	tig00000001	1054561	1055610	-	1050	150	167	33	118	281	85	315	160	62
IBPFAHIO_01095	tig00000001	1055567	1056496	-	930	0	16	0	60	42	0	0	49	0
IBPFAHIO_01096	tig00000001	1056628	1058382	+	1755	0	0	0	0	0	0	0	0	0
IBPFAHIO_01097	tig00000001	1058480	1059142	-	663	0	0	0	0	0	0	0	0	0
IBPFAHIO_01098	tig00000001	1059212	1059994	-	783	0	0	0	0	0	0	0	0	0
IBPFAHIO_01099	tig00000001	1060198	1061409	-	1212	0	20	0	0	1	0	0	0	0
IBPFAHIO_01100	tig00000001	1061402	1062139	-	738	0	1	0	0	0	0	1	0	0
IBPFAHIO_01101	tig00000001	1062277	1062711	+	435	0	0	0	0	0	0	0	0	0
IBPFAHIO_01102	tig00000001	1062704	1063048	+	345	0	0	0	0	0	0	0	0	0
IBPFAHIO_01103	tig00000001	1063228	1064238	+	1011	0	0	0	0	0	0	0	0	0
IBPFAHIO_01104	tig00000001	1064307	1065251	-	945	0	0	0	0	0	0	0	0	0
IBPFAHIO_01105	tig00000001	1065235	1067955	-	2721	0	0	0	0	23	0	0	0	0
IBPFAHIO_01106	tig00000001	1067952	1069172	-	1221	0	0	0	0	0	0	0	0	0
IBPFAHIO_01107	tig00000001	1069453	1070289	-	837	92	258	172	218	12	723	95	637	112
IBPFAHIO_01108	tig00000001	1076180	1077490	-	1311	13	0	0	0	0	0	0	0	0
IBPFAHIO_01109	tig00000001	1077502	1078920	-	1419	29	53	73	456	0	28	142	231	58
IBPFAHIO_01110	tig00000001	1079160	1080728	-	1569	65	0	0	73	8	0	0	0	0
IBPFAHIO_01111	tig00000001	1080732	1081142	-	411	0	0	0	0	0	0	0	0	1
IBPFAHIO_01112	tig00000001	1081139	1082062	-	924	0	0	0	0	0	0	0	0	0
IBPFAHIO_01113	tig00000001	1082059	1082967	-	909	388	133	476	231	121	272	58	367	315
IBPFAHIO_01114	tig00000001	1082924	1084261	-	1338	2	19	0	0	0	124	0	109	359
IBPFAHIO_01115	tig00000001	1084264	1085367	-	1104	233	394	279	445	127	194	306	391	175
IBPFAHIO_01116	tig00000001	1085441	1086949	-	1509	0	0	0	0	0	0	0	0	0
IBPFAHIO_01117	tig00000001	1086915	1087607	-	693	0	0	0	0	0	0	0	0	0
IBPFAHIO_01118	tig00000001	1087629	1088603	-	975	0	0	0	0	0	0	0	0	0
IBPFAHIO_01119	tig00000001	1088905	1089279	+	375	8	84	0	87	80	0	82	74	0
IBPFAHIO_01120	tig00000001	1089276	1089776	+	501	0	0	0	0	0	33	0	3	0
IBPFAHIO_01121	tig00000001	1090234	1092432	-	2199	0	261	0	143	0	227	250	242	281
IBPFAHIO_01122	tig00000001	1092664	1093656	+	993	0	0	0	0	0	0	0	0	0
IBPFAHIO_01123	tig00000001	1093716	1095137	+	1422	0	0	0	0	0	0	0	0	0
IBPFAHIO_01124	tig00000001	1095130	1096629	+	1500	0	0	0	0	0	0	0	0	0
IBPFAHIO_01125	tig00000001	1096668	1098062	+	1395	3	6	5	1	0	45	168	17	1
IBPFAHIO_01126	tig00000001	1098221	1098904	+	684	0	0	0	0	0	0	0	0	0
IBPFAHIO_01127	tig00000001	1098906	1099742	+	837	0	0	0	0	0	0	0	0	0
IBPFAHIO_01128	tig00000001	1099753	1101507	+	1755	32	16	0	0	0	3	22	73	23
IBPFAHIO_01129	tig00000001	1101783	1102124	-	342	0	0	0	0	0	0	0	0	0
IBPFAHIO_01130	tig00000001	1102192	1104363	-	2172	0	0	0	0	0	0	0	0	0
IBPFAHIO_01131	tig00000001	1104574	1105431	+	858	0	60	0	100	28	27	43	142	33
IBPFAHIO_01132	tig00000001	1105502	1106359	-	858	0	0	0	0	0	0	0	0	0
IBPFAHIO_01133	tig00000001	1106344	1109046	-	2703	222	166	31	371	147	428	278	150	128
IBPFAHIO_01134	tig00000001	1109059	1110348	-	1290	0	0	0	0	0	0	0	0	0
